fecha,asesor,producto,valor_Base,cantidad,valor_comision
2026-06-27,Jorge Hernando Sanjuan Vega,ACETAMINOFEN 500 MG * 100 TAB,"27,000",12,"3,240"
2026-06-27,Jorge Hernando Sanjuan Vega,ACETAMINOFEN JBE * 90 ML,"9,000",10,900
2026-06-27,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"13,000",15,650
2026-06-27,Jorge Hernando Sanjuan Vega,BIOPRONNABIS CANNABIS SATIVA BARRA LABIAL * 5 GR,"14,202",10,"1,420"
2026-06-27,Jorge Hernando Sanjuan Vega,CEFLAXILIN 500 MG * 20 CAP,"31,000",12,"3,720"
2026-06-27,Jorge Hernando Sanjuan Vega,EREX BEBIDA 20 ML * 20 S/S,"6,400",20,640
2026-06-27,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 10 CAP,"43,800",20,"4,380"
2026-06-27,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 100 CAP,"21,000",24,"2,520"
2026-06-27,Jorge Hernando Sanjuan Vega,IBUPROFAR 400 MG * 60 TAB,"6,000",15,900
2026-06-27,Jorge Hernando Sanjuan Vega,IBUPROFENO 800 MG * 50 TAB,"29,900",20,"2,990"
2026-06-27,Jorge Hernando Sanjuan Vega,LEVOTIROXINA 25 MG * 30 TAB,"20,200",10,"2,020"
2026-06-27,Jorge Hernando Sanjuan Vega,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-27,Jorge Hernando Sanjuan Vega,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-27,Jorge Hernando Sanjuan Vega,NORIFLAM 75MG/3ML * 6 AMP,"19,200",30,"1,920"
2026-06-27,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"12,000",15,"1,800"
2026-06-27,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER KIDS VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-27,Jorge Hernando Sanjuan Vega,TENSOFAR 50 MG * 30 TAB L-CONSUM,"19,300",10,"1,930"
2026-06-27,Cristhiam Adrian Botero Rojas,ACETAMINOFEN CODEINA 325/30MG * 30 TAB,"42,700",10,"4,270"
2026-06-27,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"6,400",10,640
2026-06-27,Cristhiam Adrian Botero Rojas,SUREZINCF TRANSFER VAINILLA * 900 GR,"109,900",15,"16,485"
2026-06-27,Cristhiam Adrian Botero Rojas,SYVIOFTAL * 5ML,"18,500",5,925
2026-06-27,Cristhiam Adrian Botero Rojas,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-28,Cristhiam Adrian Botero Rojas,ADOREM JBE * 120 ML,"17,700",10,"1,770"
2026-06-28,Cristhiam Adrian Botero Rojas,ARTHILESS 1% GEL TOPICO * 50 GR /D24/,"34,400",12,"4,128"
2026-06-28,Cristhiam Adrian Botero Rojas,ATROMIZIN 500 MG * 3 TAB,"24,900",10,"2,490"
2026-06-28,Cristhiam Adrian Botero Rojas,AVARIN * 10 CAP,"37,000",10,"3,700"
2026-06-28,Cristhiam Adrian Botero Rojas,BINAFAR 200/500MG * 24 TAB,"16,000",12,"1,920"
2026-06-28,Cristhiam Adrian Botero Rojas,BRONCOMIELITO TABLETAS MASTICABLES * 24 S/S,"7,800",10,780
2026-06-28,Cristhiam Adrian Botero Rojas,CEFLAXILIN 500 MG * 20 CAP,"31,000",12,"3,720"
2026-06-28,Cristhiam Adrian Botero Rojas,CICLOFERIN UNGUENTO * 15 GR,"29,900",10,"2,990"
2026-06-28,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"8,000",20,800
2026-06-28,Cristhiam Adrian Botero Rojas,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-28,Cristhiam Adrian Botero Rojas,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-28,Cristhiam Adrian Botero Rojas,FULLREADY * 60 ML,"35,294",20,"3,529"
2026-06-28,Cristhiam Adrian Botero Rojas,FUNGIMED CREMA * 20 GR,"23,000",10,"2,300"
2026-06-28,Cristhiam Adrian Botero Rojas,GRIPAC 4 * 10 CAP,"21,900",10,"2,190"
2026-06-28,Cristhiam Adrian Botero Rojas,MELOXICAM 15 MG * 10 TAB,"32,400",20,"3,240"
2026-06-28,Cristhiam Adrian Botero Rojas,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"2,800",10,280
2026-06-28,Cristhiam Adrian Botero Rojas,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-28,Cristhiam Adrian Botero Rojas,PASEDOL 50 MG * 12 TAB,"4,800",10,480
2026-06-28,Cristhiam Adrian Botero Rojas,PIEL SENSITIVO * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-28,Cristhiam Adrian Botero Rojas,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-28,Cristhiam Adrian Botero Rojas,PRAZED 20 MG * 30 CAP L-CONSUM,"10,500",10,"1,050"
2026-06-28,Cristhiam Adrian Botero Rojas,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"3,000",15,450
2026-06-28,Cristhiam Adrian Botero Rojas,SYVIOFTAL * 5ML,"18,500",5,925
2026-06-28,Cristhiam Adrian Botero Rojas,VYASIL 50 MG * 2 TAB,"39,800",20,"3,980"
2026-06-28,Cristhiam Adrian Botero Rojas,ZIRIN 10 MG * 50 CAP,"17,000",10,"1,700"
2026-06-28,Esteban Sandoval,CETIRIZINA 10 MG * 10 TAB,"8,000",10,800
2026-06-28,Esteban Sandoval,DICLOFENACO + HIDROXIDO ALUMINIO * 10 CAP,"11,500",5,575
2026-06-28,Esteban Sandoval,EREX BEBIDA 20 ML * 20 S/S,"6,400",10,640
2026-06-28,Esteban Sandoval,ESOMEPRAZOL 20 MG * 14 TAB,"49,000",10,"4,900"
2026-06-28,Esteban Sandoval,FLUIMED * 120 ML,"36,800",10,"3,680"
2026-06-28,Esteban Sandoval,GRIPAC 4 * 10 CAP,"11,000",10,"1,100"
2026-06-28,Esteban Sandoval,OKAP FORTE 250/20MG * 10 CAP,"21,700",10,"2,170"
2026-06-28,Esteban Sandoval,OMEPRAZOL 20 MG * 10 CAP,"4,500",8,360
2026-06-28,Esteban Sandoval,PASEDOL JBE * 60 ML,"23,400",12,"2,808"
2026-06-28,Esteban Sandoval,PRUEBA DE EMBARAZO DB LIFE LAPICERO * 1 UND,"31,000",5,"1,550"
2026-06-28,Esteban Sandoval,TENSOFAR 50 MG * 30 TAB L-CONSUM,"19,300",10,"1,930"
2026-06-28,Esteban Sandoval,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-29,Cristhiam Adrian Botero Rojas,ACED FULL MENTA * 360 ML,"35,600",12,"4,272"
2026-06-29,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-29,Cristhiam Adrian Botero Rojas,BINAFAR 200/500MG * 24 TAB,"16,000",12,"1,920"
2026-06-29,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-29,Cristhiam Adrian Botero Rojas,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-29,Cristhiam Adrian Botero Rojas,DORMEX 100 MG * 20 CAP L-CONSUM,"36,000",10,"3,600"
2026-06-29,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"16,000",30,"1,600"
2026-06-29,Cristhiam Adrian Botero Rojas,ESOMEPRAZOL 20 MG * 14 TAB,"49,000",10,"4,900"
2026-06-29,Cristhiam Adrian Botero Rojas,EUGICA COFF HERBAL LOZENGES * 120 TAB,"6,050",10,605
2026-06-29,Cristhiam Adrian Botero Rojas,GRIPAC 4 * 10 CAP,"21,900",10,"2,190"
2026-06-29,Cristhiam Adrian Botero Rojas,HIDROCORTISONA CREMA * 15 GR,"8,100",10,810
2026-06-29,Cristhiam Adrian Botero Rojas,MIELTERTOS ADULTOS * 240 ML,"36,500",10,"3,650"
2026-06-29,Cristhiam Adrian Botero Rojas,PIEL EXCITANTE * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-29,Cristhiam Adrian Botero Rojas,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-29,Cristhiam Adrian Botero Rojas,TRAMADOL GOTAS * 10 ML,"12,200",10,"1,220"
2026-06-29,Cristhiam Adrian Botero Rojas,TRICLIMBAC SOLUCION OTICA * 10 ML,"19,200",12,"2,304"
2026-06-29,Cristhiam Adrian Botero Rojas,TUDERMIFAR 0.05% * 40 GR,"24,000",12,"2,880"
2026-06-29,Esteban Sandoval,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-29,Esteban Sandoval,AMOXICILINA 250 MG * 100 ML,"10,700",10,"1,070"
2026-06-29,Esteban Sandoval,AMOXICILINA 500 MG * 50 CAP,"9,000",10,900
2026-06-29,Esteban Sandoval,AMPLIEX 250 MG * 60 ML,"24,800",12,"2,976"
2026-06-29,Esteban Sandoval,AVARIN * 10 CAP,"37,000",10,"3,700"
2026-06-29,Esteban Sandoval,BACTRODERM SOLUCION * 60 ML,"11,000",10,"1,100"
2026-06-29,Esteban Sandoval,BIOPRONNABIS CANNABIS SATIVA BARRA LABIAL * 5 GR,"14,202",10,"1,420"
2026-06-29,Esteban Sandoval,EUGICA COFF HERBAL LOZENGES * 120 TAB,"6,050",10,605
2026-06-29,Esteban Sandoval,GLICERTOX NF JBE * 125 ML,"38,100",12,"4,572"
2026-06-29,Esteban Sandoval,GRIPAC 4 * 10 CAP,"11,000",10,"1,100"
2026-06-29,Esteban Sandoval,OMEPRAZOL 20 MG * 10 CAP,"4,500",8,360
2026-06-29,Esteban Sandoval,PIEL SENSITIVO * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-29,Esteban Sandoval,PRAZED 20 MG * 30 CAP L-CONSUM,"10,500",10,"1,050"
2026-06-29,Esteban Sandoval,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-29,Esteban Sandoval,ZERIDIL JBE * 60 ML,"18,600",12,"2,232"
